Entry No;Booking date;Ledger account;Amount;Posted by;Narration
c_666;21/02/2023;Trade receivables;-98.18;Bob;Watering Can
g_193;21/02/2023;Trade payables;305.78;Fred;Rake
g_193;21/02/2023;Cash-in-hand;-305.78;Fred;Rake
h_72;21/02/2023;Trade receivables;196.35;Fred;Garden Hose
h_72;21/02/2023;Revenue, 19% VAT;-165.0;Fred;Garden Hose
h_72;21/02/2023;VAT payable, 19%;-31.35;Fred;Garden Hose
i_62;21/02/2023;Cash-in-hand;366.78;Charlie;Lawn Mower
i_62;21/02/2023;Trade receivables;-366.78;Charlie;Lawn Mower
x_46;21/02/2023;Advertising expenses;1402.95;Alice;Advertising February
x_46;21/02/2023;Deductible input tax, 19%;266.56;Alice;Advertising February
x_46;21/02/2023;Bank (Postbank) — main account;-1669.51;Alice;Advertising February
a_669;22/02/2023;Trade payables;238.0;Bob;Watering Can
a_669;22/02/2023;Bank (Postbank) — main account;-238.0;Bob;Watering Can
a_727;22/02/2023;Trade payables;724.71;Alice;Hedge Trimmer
a_727;22/02/2023;Bank (Postbank) — main account;-724.71;Alice;Hedge Trimmer
a_878;22/02/2023;Trade payables;1528.91;Bob;Wheelbarrow
a_878;22/02/2023;Bank (Postbank) — main account;-1528.91;Bob;Wheelbarrow
b_286;22/02/2023;Cost of merchandise, 19% input tax;60.9;David;Hedge Trimmer
b_286;22/02/2023;Deductible input tax, 19%;11.57;David;Hedge Trimmer
b_286;22/02/2023;Trade payables;-72.47;David;Hedge Trimmer
c_178;22/02/2023;Trade receivables;127.44;Alice;Leaf Blower
c_178;22/02/2023;Revenue, 19% VAT;-107.09;Alice;Leaf Blower
c_178;22/02/2023;VAT payable, 19%;-20.35;Alice;Leaf Blower
c_528;22/02/2023;Bank (Postbank) — main account;127.44;Alice;Leaf Blower
c_528;22/02/2023;Trade receivables;-127.44;Alice;Leaf Blower
c_552;22/02/2023;Bank (Postbank) — main account;12.2;Alice;Gardening Gloves
c_552;22/02/2023;Trade receivables;-12.2;Alice;Gardening Gloves
f_137;22/02/2023;Cost of merchandise, 19% input tax;150.0;Fred;Watering Can
f_137;22/02/2023;Deductible input tax, 19%;28.5;Fred;Watering Can
f_137;22/02/2023;Trade payables;-178.5;Fred;Watering Can
f_149;22/02/2023;Cost of merchandise, 19% input tax;64.9;Bob;Leaf Blower
f_149;22/02/2023;Deductible input tax, 19%;12.33;Bob;Leaf Blower
f_149;22/02/2023;Trade payables;-77.23;Bob;Leaf Blower
f_330;22/02/2023;Trade payables;889.17;Charlie;Lawn Mower
f_330;22/02/2023;Bank (Postbank) — main account;-889.17;Charlie;Lawn Mower
f_380;22/02/2023;Trade payables;76.45;Charlie;Rake
f_380;22/02/2023;Bank (Postbank) — main account;-76.45;Charlie;Rake
x_47;22/02/2023;Packaging materials;776.25;Alice;Packaging materials February
x_47;22/02/2023;Deductible input tax, 19%;147.49;Alice;Packaging materials February
x_47;22/02/2023;Bank (Postbank) — main account;-923.74;Alice;Packaging materials February
a_715;23/02/2023;Trade payables;154.7;Alice;Watering Can
a_715;23/02/2023;Bank (Postbank) — main account;-154.7;Alice;Watering Can
a_822;23/02/2023;Trade payables;285.6;David;Garden Hose
a_822;23/02/2023;Bank (Postbank) — main account;-285.6;David;Garden Hose
a_884;23/02/2023;Trade payables;695.08;Max;Leaf Blower
a_884;23/02/2023;Bank (Postbank) — main account;-695.08;Max;Leaf Blower
b_263;23/02/2023;Cost of merchandise, 19% input tax;18.06;Bob;Garden Shears
b_263;23/02/2023;Deductible input tax, 19%;3.43;Bob;Garden Shears
b_263;23/02/2023;Trade payables;-21.49;Bob;Garden Shears
b_374;23/02/2023;Cost of merchandise, 19% input tax;20.0;Max;Garden Hose
b_374;23/02/2023;Deductible input tax, 19%;3.8;Max;Garden Hose
b_374;23/02/2023;Trade payables;-23.8;Max;Garden Hose
b_614;23/02/2023;Trade payables;222.29;Bob;Lawn Mower
b_614;23/02/2023;Cash-in-hand;-222.29;Bob;Lawn Mower
b_774;23/02/2023;Trade payables;23.8;Max;Garden Hose
b_774;23/02/2023;Cash-in-hand;-23.8;Max;Garden Hose
c_513;23/02/2023;Bank (Postbank) — main account;127.44;David;Leaf Blower
c_513;23/02/2023;Trade receivables;-127.44;David;Leaf Blower
c_66;23/02/2023;Trade receivables;2.44;David;Gardening Gloves
c_66;23/02/2023;Revenue, 19% VAT;-2.05;David;Gardening Gloves
c_66;23/02/2023;VAT payable, 19%;-0.39;David;Gardening Gloves
f_22;23/02/2023;Cost of merchandise, 19% input tax;144.54;Fred;Rake
f_22;23/02/2023;Deductible input tax, 19%;27.46;Fred;Rake
f_22;23/02/2023;Trade payables;-172.0;Fred;Rake
h_187;23/02/2023;Bank (Postbank) — main account;239.14;Fred;Hedge Trimmer
h_187;23/02/2023;Trade receivables;-239.14;Fred;Hedge Trimmer
i_12;23/02/2023;Trade receivables;366.78;Charlie;Lawn Mower
i_12;23/02/2023;Revenue, 19% VAT;-308.22;Charlie;Lawn Mower
i_12;23/02/2023;VAT payable, 19%;-58.56;Charlie;Lawn Mower
i_88;23/02/2023;Cash-in-hand;31.54;Fred;Rake
i_88;23/02/2023;Trade receivables;-31.54;Fred;Rake
a_547;24/02/2023;Trade payables;144.94;Max;Hedge Trimmer
a_547;24/02/2023;Bank (Postbank) — main account;-144.94;Max;Hedge Trimmer
a_656;24/02/2023;Trade payables;1778.34;Max;Lawn Mower
a_656;24/02/2023;Bank (Postbank) — main account;-1778.34;Max;Lawn Mower
a_912;24/02/2023;Trade payables;154.46;David;Leaf Blower
a_912;24/02/2023;Bank (Postbank) — main account;-154.46;David;Leaf Blower
b_288;24/02/2023;Cost of merchandise, 19% input tax;80.3;Max;Wheelbarrow
b_288;24/02/2023;Deductible input tax, 19%;15.26;Max;Wheelbarrow
b_288;24/02/2023;Trade payables;-95.56;Max;Wheelbarrow
b_56;24/02/2023;Cost of merchandise, 19% input tax;64.9;Alice;Leaf Blower
b_56;24/02/2023;Deductible input tax, 19%;12.33;Alice;Leaf Blower
b_56;24/02/2023;Trade payables;-77.23;Alice;Leaf Blower
c_255;24/02/2023;Trade receivables;7.32;Max;Gardening Gloves
c_255;24/02/2023;Revenue, 19% VAT;-6.15;Max;Gardening Gloves
c_255;24/02/2023;VAT payable, 19%;-1.17;Max;Gardening Gloves
c_323;24/02/2023;Trade receivables;39.27;David;Garden Hose
c_323;24/02/2023;Revenue, 19% VAT;-33.0;David;Garden Hose
c_323;24/02/2023;VAT payable, 19%;-6.27;David;Garden Hose
c_380;24/02/2023;Bank (Postbank) — main account;39.27;David;Garden Hose
c_380;24/02/2023;Trade receivables;-39.27;David;Garden Hose
f_199;24/02/2023;Cost of merchandise, 19% input tax;934.0;Bob;Lawn Mower
f_199;24/02/2023;Deductible input tax, 19%;177.46;Bob;Lawn Mower
f_199;24/02/2023;Trade payables;-1111.46;Bob;Lawn Mower
f_279;24/02/2023;Trade payables;386.85;Charlie;Garden Shears
f_279;24/02/2023;Bank (Postbank) — main account;-386.85;Charlie;Garden Shears
f_303;24/02/2023;Trade payables;579.77;Charlie;Hedge Trimmer
f_303;24/02/2023;Bank (Postbank) — main account;-579.77;Charlie;Hedge Trimmer
f_337;24/02/2023;Trade payables;178.5;Fred;Watering Can
f_337;24/02/2023;Bank (Postbank) — main account;-178.5;Fred;Watering Can
f_89;24/02/2023;Cost of merchandise, 19% input tax;22.32;David;Gardening Gloves
f_89;24/02/2023;Deductible input tax, 19%;4.24;David;Gardening Gloves
f_89;24/02/2023;Trade payables;-26.56;David;Gardening Gloves
g_43;24/02/2023;Cost of merchandise, 19% input tax;256.96;Fred;Rake
g_43;24/02/2023;Deductible input tax, 19%;48.82;Fred;Rake
g_43;24/02/2023;Trade payables;-305.78;Fred;Rake
h_93;24/02/2023;Trade receivables;66.35;Fred;Shovel
h_93;24/02/2023;Revenue, 19% VAT;-55.76;Fred;Shovel
h_93;24/02/2023;VAT payable, 19%;-10.59;Fred;Shovel
i_49;24/02/2023;Trade receivables;31.54;Fred;Rake
i_49;24/02/2023;Revenue, 19% VAT;-26.5;Fred;Rake
i_49;24/02/2023;VAT payable, 19%;-5.04;Fred;Rake
a_104;27/02/2023;Cost of merchandise, 19% input tax;259.6;Alice;Leaf Blower
a_104;27/02/2023;Deductible input tax, 19%;49.32;Alice;Leaf Blower
a_104;27/02/2023;Trade payables;-308.92;Alice;Leaf Blower
a_334;27/02/2023;Cost of merchandise, 19% input tax;224.84;Max;Rake
a_334;27/02/2023;Deductible input tax, 19%;42.72;Max;Rake
a_334;27/02/2023;Trade payables;-267.56;Max;Rake
a_42;27/02/2023;Cost of merchandise, 19% input tax;96.36;Max;Rake
a_42;27/02/2023;Deductible input tax, 19%;18.31;Max;Rake
a_42;27/02/2023;Trade payables;-114.67;Max;Rake
a_833;27/02/2023;Trade payables;849.54;Alice;Leaf Blower
a_833;27/02/2023;Bank (Postbank) — main account;-849.54;Alice;Leaf Blower
b_439;27/02/2023;Trade payables;23.8;Bob;Garden Hose
b_439;27/02/2023;Cash-in-hand;-23.8;Bob;Garden Hose
f_222;27/02/2023;Trade payables;172.0;Fred;Rake
f_222;27/02/2023;Bank (Postbank) — main account;-172.0;Fred;Rake
x_48;27/02/2023;Office supplies;243.19;Alice;Office supplies February
x_48;27/02/2023;Deductible input tax, 19%;46.21;Alice;Office supplies February
x_48;27/02/2023;Cash-in-hand;-289.4;Alice;Office supplies February
a_296;28/02/2023;Cost of merchandise, 19% input tax;256.96;Max;Rake
a_296;28/02/2023;Deductible input tax, 19%;48.82;Max;Rake
a_296;28/02/2023;Trade payables;-305.78;Max;Rake
a_596;28/02/2023;Trade payables;1.48;Max;Gardening Gloves
a_596;28/02/2023;Bank (Postbank) — main account;-1.48;Max;Gardening Gloves
a_604;28/02/2023;Trade payables;308.92;Alice;Leaf Blower
a_604;28/02/2023;Bank (Postbank) — main account;-308.92;Alice;Leaf Blower
a_709;28/02/2023;Trade payables;1778.34;Bob;Lawn Mower
a_709;28/02/2023;Bank (Postbank) — main account;-1778.34;Bob;Lawn Mower
b_663;28/02/2023;Trade payables;21.49;Bob;Garden Shears
b_663;28/02/2023;Cash-in-hand;-21.49;Bob;Garden Shears
c_109;28/02/2023;Trade receivables;127.44;Bob;Leaf Blower
c_109;28/02/2023;Revenue, 19% VAT;-107.09;Bob;Leaf Blower
c_109;28/02/2023;VAT payable, 19%;-20.35;Bob;Leaf Blower
c_257;28/02/2023;Trade receivables;58.91;David;Watering Can
c_257;28/02/2023;Revenue, 19% VAT;-49.5;David;Watering Can
c_257;28/02/2023;VAT payable, 19%;-9.41;David;Watering Can
c_361;28/02/2023;Bank (Postbank) — main account;19.64;Bob;Watering Can
c_361;28/02/2023;Trade receivables;-19.64;Bob;Watering Can
c_605;28/02/2023;Bank (Postbank) — main account;7.32;Max;Gardening Gloves
c_605;28/02/2023;Trade receivables;-7.32;Max;Gardening Gloves
f_8;28/02/2023;Cost of merchandise, 19% input tax;1494.4;Fred;Lawn Mower
f_8;28/02/2023;Deductible input tax, 19%;283.94;Fred;Lawn Mower
f_8;28/02/2023;Trade payables;-1778.34;Fred;Lawn Mower
g_152;28/02/2023;Trade payables;1528.91;Fred;Wheelbarrow
g_152;28/02/2023;Cash-in-hand;-1528.91;Fred;Wheelbarrow
i_44;28/02/2023;Trade receivables;366.78;Fred;Lawn Mower
i_44;28/02/2023;Revenue, 19% VAT;-308.22;Fred;Lawn Mower
i_44;28/02/2023;VAT payable, 19%;-58.56;Fred;Lawn Mower
b_456;01/03/2023;Trade payables;77.23;Alice;Leaf Blower
b_456;01/03/2023;Cash-in-hand;-77.23;Alice;Leaf Blower
c_673;01/03/2023;Bank (Postbank) — main account;39.27;David;Garden Hose
c_673;01/03/2023;Trade receivables;-39.27;David;Garden Hose
f_399;01/03/2023;Trade payables;1111.46;Fred;Lawn Mower
f_399;01/03/2023;Bank (Postbank) — main account;-1111.46;Fred;Lawn Mower
f_41;01/03/2023;Cost of merchandise, 19% input tax;713.9;Fred;Leaf Blower
f_41;01/03/2023;Deductible input tax, 19%;135.64;Fred;Leaf Blower
f_41;01/03/2023;Trade payables;-849.54;Fred;Leaf Blower
x_49;01/03/2023;Legal and consulting expenses;1709.13;Alice;Legal and consulting February
x_49;01/03/2023;Deductible input tax, 19%;324.73;Alice;Legal and consulting February
x_49;01/03/2023;Bank (Postbank) — main account;-2033.86;Alice;Legal and consulting February
a_195;02/03/2023;Cost of merchandise, 19% input tax;16.12;Max;Gardening Gloves
a_195;02/03/2023;Deductible input tax, 19%;3.06;Max;Gardening Gloves
a_195;02/03/2023;Trade payables;-19.18;Max;Gardening Gloves
a_424;02/03/2023;Cost of merchandise, 19% input tax;722.7;Max;Wheelbarrow
a_424;02/03/2023;Deductible input tax, 19%;137.31;Max;Wheelbarrow
a_424;02/03/2023;Trade payables;-860.01;Max;Wheelbarrow
a_54;02/03/2023;Cost of merchandise, 19% input tax;236.6;Bob;Shovel
a_54;02/03/2023;Deductible input tax, 19%;44.95;Bob;Shovel
a_54;02/03/2023;Trade payables;-281.55;Bob;Shovel
b_248;02/03/2023;Cost of merchandise, 19% input tax;80.3;Max;Wheelbarrow
b_248;02/03/2023;Deductible input tax, 19%;15.26;Max;Wheelbarrow
b_248;02/03/2023;Trade payables;-95.56;Max;Wheelbarrow
b_686;02/03/2023;Trade payables;72.47;David;Hedge Trimmer
b_686;02/03/2023;Cash-in-hand;-72.47;David;Hedge Trimmer
c_607;02/03/2023;Bank (Postbank) — main account;58.91;David;Watering Can
c_607;02/03/2023;Trade receivables;-58.91;David;Watering Can
g_49;02/03/2023;Cost of merchandise, 19% input tax;48.18;Charlie;Rake
g_49;02/03/2023;Deductible input tax, 19%;9.15;Charlie;Rake
g_49;02/03/2023;Trade payables;-57.33;Charlie;Rake
x_50;02/03/2023;Salaries;2051.42;Alice;Salary Max March
x_50;02/03/2023;Bank (Postbank) — main account;-2051.42;Alice;Salary Max March
x_53;02/03/2023;Salaries;2051.42;Alice;Salary Alice March
x_53;02/03/2023;Bank (Postbank) — main account;-2051.42;Alice;Salary Alice March
x_56;02/03/2023;Salaries;2051.42;Alice;Salary Bob March
x_56;02/03/2023;Bank (Postbank) — main account;-2051.42;Alice;Salary Bob March
x_59;02/03/2023;Salaries;1880.65;Alice;Salary Charlie March
x_59;02/03/2023;Bank (Postbank) — main account;-1880.65;Alice;Salary Charlie March
x_62;02/03/2023;Salaries;1880.65;Max;Salary David March
x_62;02/03/2023;Cash-in-hand;-1880.65;Max;Salary David March
a_26;03/03/2023;Cost of merchandise, 19% input tax;16.9;Max;Shovel
a_26;03/03/2023;Deductible input tax, 19%;3.21;Max;Shovel
a_26;03/03/2023;Trade payables;-20.11;Max;Shovel
a_554;03/03/2023;Trade payables;281.55;Bob;Shovel
a_554;03/03/2023;Bank (Postbank) — main account;-281.55;Bob;Shovel
b_240;03/03/2023;Cost of merchandise, 19% input tax;10.0;Max;Watering Can
b_240;03/03/2023;Deductible input tax, 19%;1.9;Max;Watering Can
b_240;03/03/2023;Trade payables;-11.9;Max;Watering Can
b_368;03/03/2023;Cost of merchandise, 19% input tax;16.06;Bob;Rake
b_368;03/03/2023;Deductible input tax, 19%;3.05;Bob;Rake
b_368;03/03/2023;Trade payables;-19.11;Bob;Rake
b_514;03/03/2023;Trade payables;23.8;Max;Garden Hose
b_514;03/03/2023;Cash-in-hand;-23.8;Max;Garden Hose
b_760;03/03/2023;Trade payables;20.11;Bob;Shovel
b_760;03/03/2023;Cash-in-hand;-20.11;Bob;Shovel
c_556;03/03/2023;Bank (Postbank) — main account;98.18;Max;Watering Can
c_556;03/03/2023;Trade receivables;-98.18;Max;Watering Can
f_172;03/03/2023;Cost of merchandise, 19% input tax;9.92;Bob;Gardening Gloves
f_172;03/03/2023;Deductible input tax, 19%;1.88;Bob;Gardening Gloves
f_172;03/03/2023;Trade payables;-11.8;Bob;Gardening Gloves
f_241;03/03/2023;Trade payables;849.54;Fred;Leaf Blower
f_241;03/03/2023;Bank (Postbank) — main account;-849.54;Fred;Leaf Blower
f_88;03/03/2023;Cost of merchandise, 19% input tax;3175.6;Fred;Lawn Mower
f_88;03/03/2023;Deductible input tax, 19%;603.36;Fred;Lawn Mower
f_88;03/03/2023;Trade payables;-3778.96;Fred;Lawn Mower
f_90;03/03/2023;Cost of merchandise, 19% input tax;1103.3;Max;Leaf Blower
f_90;03/03/2023;Deductible input tax, 19%;209.63;Max;Leaf Blower
f_90;03/03/2023;Trade payables;-1312.93;Max;Leaf Blower
g_144;03/03/2023;Cost of merchandise, 19% input tax;6.2;Bob;Gardening Gloves
g_144;03/03/2023;Deductible input tax, 19%;1.18;Bob;Gardening Gloves
g_144;03/03/2023;Trade payables;-7.38;Bob;Gardening Gloves
h_172;03/03/2023;Bank (Postbank) — main account;196.35;Fred;Garden Hose
h_172;03/03/2023;Trade receivables;-196.35;Fred;Garden Hose
h_193;03/03/2023;Bank (Postbank) — main account;66.35;Fred;Shovel
h_193;03/03/2023;Trade receivables;-66.35;Fred;Shovel
a_247;06/03/2023;Cost of merchandise, 19% input tax;3736.0;Alice;Lawn Mower
a_247;06/03/2023;Deductible input tax, 19%;709.84;Alice;Lawn Mower
a_247;06/03/2023;Trade payables;-4445.84;Alice;Lawn Mower
a_654;06/03/2023;Trade payables;95.56;Bob;Rake
a_654;06/03/2023;Bank (Postbank) — main account;-95.56;Bob;Rake
a_83;06/03/2023;Cost of merchandise, 19% input tax;160.0;Alice;Garden Hose
a_83;06/03/2023;Deductible input tax, 19%;30.4;Alice;Garden Hose
a_83;06/03/2023;Trade payables;-190.4;Alice;Garden Hose
a_834;06/03/2023;Trade payables;267.56;Max;Rake
a_834;06/03/2023;Bank (Postbank) — main account;-267.56;Max;Rake
b_722;06/03/2023;Trade payables;95.56;Alice;Wheelbarrow
b_722;06/03/2023;Cash-in-hand;-95.56;Alice;Wheelbarrow
c_317;06/03/2023;Trade receivables;630.65;David;Wheelbarrow
c_317;06/03/2023;Revenue, 19% VAT;-529.96;David;Wheelbarrow
c_317;06/03/2023;VAT payable, 19%;-100.69;David;Wheelbarrow
c_41;06/03/2023;Trade receivables;31.54;David;Rake
c_41;06/03/2023;Revenue, 19% VAT;-26.5;David;Rake
c_41;06/03/2023;VAT payable, 19%;-5.04;David;Rake
f_154;06/03/2023;Cost of merchandise, 19% input tax;160.6;Fred;Rake
f_154;06/03/2023;Deductible input tax, 19%;30.51;Fred;Rake
f_154;06/03/2023;Trade payables;-191.11;Fred;Rake
f_5;06/03/2023;Cost of merchandise, 19% input tax;3.72;Fred;Gardening Gloves
f_5;06/03/2023;Deductible input tax, 19%;0.71;Fred;Gardening Gloves
f_5;06/03/2023;Trade payables;-4.43;Fred;Gardening Gloves
f_96;06/03/2023;Cost of merchandise, 19% input tax;3736.0;Fred;Lawn Mower
f_96;06/03/2023;Deductible input tax, 19%;709.84;Fred;Lawn Mower
f_96;06/03/2023;Trade payables;-4445.84;Fred;Lawn Mower
h_55;06/03/2023;Trade receivables;254.87;Fred;Leaf Blower
h_55;06/03/2023;Revenue, 19% VAT;-214.18;Fred;Leaf Blower
h_55;06/03/2023;VAT payable, 19%;-40.69;Fred;Leaf Blower
i_94;06/03/2023;Cash-in-hand;366.78;Fred;Lawn Mower
i_94;06/03/2023;Trade receivables;-366.78;Fred;Lawn Mower
x_65;06/03/2023;Rent — immovable property;22500.0;Alice;Rent March
x_65;06/03/2023;Bank (Postbank) — main account;-22500.0;Alice;Rent March
x_66;06/03/2023;Gas, electricity, water;1506.62;Alice;Utilities March
x_66;06/03/2023;Deductible input tax, 19%;286.26;Alice;Utilities March
x_66;06/03/2023;Bank (Postbank) — main account;-1792.88;Alice;Utilities March
a_526;07/03/2023;Trade payables;20.11;Max;Shovel
a_526;07/03/2023;Bank (Postbank) — main account;-20.11;Max;Shovel
a_747;07/03/2023;Trade payables;4445.84;Max;Lawn Mower
a_747;07/03/2023;Cash-in-hand;-4445.84;Max;Lawn Mower
b_355;07/03/2023;Cost of merchandise, 19% input tax;16.06;Bob;Rake
b_355;07/03/2023;Deductible input tax, 19%;3.05;Bob;Rake
b_355;07/03/2023;Trade payables;-19.11;Bob;Rake
b_617;07/03/2023;Trade payables;72.47;Alice;Hedge Trimmer
b_617;07/03/2023;Cash-in-hand;-72.47;Alice;Hedge Trimmer
c_356;07/03/2023;Bank (Postbank) — main account;31.54;David;Rake
c_356;07/03/2023;Trade receivables;-31.54;David;Rake
h_13;07/03/2023;Trade receivables;78.54;Bob;Watering Can
h_13;07/03/2023;Revenue, 19% VAT;-66.0;Bob;Watering Can
h_13;07/03/2023;VAT payable, 19%;-12.54;Bob;Watering Can
h_146;07/03/2023;Bank (Postbank) — main account;58.91;Bob;Watering Can
h_146;07/03/2023;Trade receivables;-58.91;Bob;Watering Can
i_33;07/03/2023;Trade receivables;2.44;Bob;Gardening Gloves
i_33;07/03/2023;Revenue, 19% VAT;-2.05;Bob;Gardening Gloves
i_33;07/03/2023;VAT payable, 19%;-0.39;Bob;Gardening Gloves
a_319;08/03/2023;Cost of merchandise, 19% input tax;273.02;Max;Rake
a_319;08/03/2023;Deductible input tax, 19%;51.87;Max;Rake
a_319;08/03/2023;Trade payables;-324.89;Max;Rake
a_583;08/03/2023;Trade payables;190.4;Alice;Garden Hose
a_583;08/03/2023;Bank (Postbank) — main account;-190.4;Alice;Garden Hose
a_695;08/03/2023;Trade payables;19.18;Max;Gardening Gloves
a_695;08/03/2023;Bank (Postbank) — main account;-19.18;Max;Gardening Gloves
a_796;08/03/2023;Trade payables;305.78;Max;Rake
a_796;08/03/2023;Bank (Postbank) — main account;-305.78;Max;Rake
b_172;08/03/2023;Cost of merchandise, 19% input tax;20.0;David;Garden Hose
b_172;08/03/2023;Deductible input tax, 19%;3.8;David;Garden Hose
b_172;08/03/2023;Trade payables;-23.8;David;Garden Hose
b_322;08/03/2023;Cost of merchandise, 19% input tax;80.3;Alice;Wheelbarrow
b_322;08/03/2023;Deductible input tax, 19%;15.26;Alice;Wheelbarrow
b_322;08/03/2023;Trade payables;-95.56;Alice;Wheelbarrow
b_755;08/03/2023;Trade payables;19.11;Bob;Rake
b_755;08/03/2023;Cash-in-hand;-19.11;Bob;Rake
b_768;08/03/2023;Trade payables;19.11;Bob;Rake
b_768;08/03/2023;Cash-in-hand;-19.11;Bob;Rake
c_175;08/03/2023;Trade receivables;2.44;David;Gardening Gloves
c_175;08/03/2023;Revenue, 19% VAT;-2.05;David;Gardening Gloves
c_175;08/03/2023;VAT payable, 19%;-0.39;David;Gardening Gloves
c_6;08/03/2023;Trade receivables;31.54;David;Rake
c_6;08/03/2023;Revenue, 19% VAT;-26.5;David;Rake
c_6;08/03/2023;VAT payable, 19%;-5.04;David;Rake
f_23;08/03/2023;Cost of merchandise, 19% input tax;7.44;Fred;Gardening Gloves
f_23;08/03/2023;Deductible input tax, 19%;1.41;Fred;Gardening Gloves
f_23;08/03/2023;Trade payables;-8.85;Fred;Gardening Gloves
f_35;08/03/2023;Cost of merchandise, 19% input tax;304.2;Fred;Shovel
f_35;08/03/2023;Deductible input tax, 19%;57.8;Fred;Shovel
f_35;08/03/2023;Trade payables;-362.0;Fred;Shovel
g_105;08/03/2023;Cost of merchandise, 19% input tax;140.0;Fred;Watering Can
g_105;08/03/2023;Deductible input tax, 19%;26.6;Fred;Watering Can
g_105;08/03/2023;Trade payables;-166.6;Fred;Watering Can
g_199;08/03/2023;Trade payables;57.33;Charlie;Rake
g_199;08/03/2023;Cash-in-hand;-57.33;Charlie;Rake
g_294;08/03/2023;Trade payables;7.38;Bob;Gardening Gloves
g_294;08/03/2023;Cash-in-hand;-7.38;Bob;Gardening Gloves
x_67;08/03/2023;Cleaning;620.0;Alice;Cleaning March
x_67;08/03/2023;Deductible input tax, 19%;117.8;Alice;Cleaning March
x_67;08/03/2023;Bank (Postbank) — main account;-737.8;Alice;Cleaning March
a_28;09/03/2023;Cost of merchandise, 19% input tax;200.0;Alice;Garden Hose
a_28;09/03/2023;Deductible input tax, 19%;38.0;Alice;Garden Hose
a_28;09/03/2023;Trade payables;-238.0;Alice;Garden Hose
b_217;09/03/2023;Cost of merchandise, 19% input tax;60.9;Alice;Hedge Trimmer
b_217;09/03/2023;Deductible input tax, 19%;11.57;Alice;Hedge Trimmer
b_217;09/03/2023;Trade payables;-72.47;Alice;Hedge Trimmer
b_230;09/03/2023;Cost of merchandise, 19% input tax;16.06;Bob;Rake
b_230;09/03/2023;Deductible input tax, 19%;3.05;Bob;Rake
b_230;09/03/2023;Trade payables;-19.11;Bob;Rake
c_321;09/03/2023;Trade receivables;35.46;Alice;Garden Shears
c_321;09/03/2023;Revenue, 19% VAT;-29.8;Alice;Garden Shears
c_321;09/03/2023;VAT payable, 19%;-5.66;Alice;Garden Shears
c_340;09/03/2023;Trade receivables;788.32;Alice;Wheelbarrow
c_340;09/03/2023;Revenue, 19% VAT;-662.45;Alice;Wheelbarrow
c_340;09/03/2023;VAT payable, 19%;-125.87;Alice;Wheelbarrow
c_459;09/03/2023;Bank (Postbank) — main account;127.44;Bob;Leaf Blower
c_459;09/03/2023;Trade receivables;-127.44;Bob;Leaf Blower
f_208;09/03/2023;Trade payables;1778.34;Fred;Lawn Mower
f_208;09/03/2023;Bank (Postbank) — main account;-1778.34;Fred;Lawn Mower
f_288;09/03/2023;Trade payables;3778.96;Fred;Lawn Mower
f_288;09/03/2023;Bank (Postbank) — main account;-3778.96;Fred;Lawn Mower
f_372;09/03/2023;Trade payables;11.8;Bob;Gardening Gloves
f_372;09/03/2023;Bank (Postbank) — main account;-11.8;Bob;Gardening Gloves
i_63;09/03/2023;Cash-in-hand;2.44;Bob;Gardening Gloves
i_63;09/03/2023;Trade receivables;-2.44;Bob;Gardening Gloves
a_154;10/03/2023;Cost of merchandise, 19% input tax;80.3;Bob;Rake
a_154;10/03/2023;Deductible input tax, 19%;15.26;Bob;Rake
a_154;10/03/2023;Trade payables;-95.56;Bob;Rake
a_542;10/03/2023;Trade payables;114.67;Max;Rake
a_542;10/03/2023;Bank (Postbank) — main account;-114.67;Max;Rake
a_924;10/03/2023;Trade payables;860.01;Max;Wheelbarrow
a_924;10/03/2023;Bank (Postbank) — main account;-860.01;Max;Wheelbarrow
b_388;10/03/2023;Cost of merchandise, 19% input tax;64.9;Max;Leaf Blower
b_388;10/03/2023;Deductible input tax, 19%;12.33;Max;Leaf Blower
b_388;10/03/2023;Trade payables;-77.23;Max;Leaf Blower
b_630;10/03/2023;Trade payables;19.11;Bob;Rake
b_630;10/03/2023;Cash-in-hand;-19.11;Bob;Rake
b_640;10/03/2023;Trade payables;11.9;Max;Watering Can
b_640;10/03/2023;Cash-in-hand;-11.9;Max;Watering Can
c_215;10/03/2023;Trade receivables;70.92;Alice;Garden Shears
c_215;10/03/2023;Revenue, 19% VAT;-59.6;Alice;Garden Shears
c_215;10/03/2023;VAT payable, 19%;-11.32;Alice;Garden Shears
c_685;10/03/2023;Bank (Postbank) — main account;196.35;Alice;Garden Hose
c_685;10/03/2023;Trade receivables;-196.35;Alice;Garden Hose
c_92;10/03/2023;Trade receivables;127.44;Alice;Leaf Blower
c_92;10/03/2023;Revenue, 19% VAT;-107.09;Alice;Leaf Blower
c_92;10/03/2023;VAT payable, 19%;-20.35;Alice;Leaf Blower
f_138;10/03/2023;Cost of merchandise, 19% input tax;50.7;Bob;Shovel
f_138;10/03/2023;Deductible input tax, 19%;9.63;Bob;Shovel
f_138;10/03/2023;Trade payables;-60.33;Bob;Shovel
g_274;10/03/2023;Trade payables;80.44;Charlie;Shovel
g_274;10/03/2023;Cash-in-hand;-80.44;Charlie;Shovel
h_105;10/03/2023;Bank (Postbank) — main account;39.27;Charlie;Watering Can
